Country,Location,Year,Month,Hour,Datum,Status Mission,Price_launch,Company,Model,Serie,Cargo,Price,Status Rocket,Status,Liftoff Thrust,Stages,Strap-ons,Rocket Height,Fairing Diameter,Fairing Height,Payload to LEO,Payload to GTO,Wiki
USA,"SLC-4W, Vandenberg AFB, California, USA",1980,12,0,1980-12-13 00:00:00,Success,,Martin Marietta,Titan III(34)B Agena-D,Titan,Quasar 4,,StatusRetired,Retired,2300,3,nan,45.0,3.05,,0.0,0.0,https://en.wikipedia.org/wiki/Titan_IIIB#Titan_34B
Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",1980,12,20,1980-12-10 20:53:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1226,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
USA,"SLC-3W, Vandenberg AFB, California, USA",1980,12,7,1980-12-09 07:18:00+00:00,Failure,,General Dynamics,Atlas-E/F MSD,Atlas,NOSS-4,,StatusRetired,Retired,,2,0,,,,0.8,0.0,https://en.wikipedia.org/wiki/Atlas_E/F#Atlas_E/F-MSD
USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",1980,12,23,1980-12-06 23:31:00+00:00,Success,,General Dynamics,Atlas-SLV3D Centaur-D1AR,Atlas,Intelsat V -502,,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Centaur
Russia,"Site 86/1, Kapustin Yar, Russia",1980,12,0,1980-12-05 00:00:00,Success,,RVSN USSR,Cosmos-3MRB (65MRB),Cosmos,BOR-4 Shuttle,,StatusRetired,Retired,1740,2,0,26.0,1.4,,1.4,0.0,https://en.wikipedia.org/wiki/Kosmos-3
Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",1980,12,4,1980-12-05 04:23:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1225,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",1980,11,21,1980-11-27 21:37:00+00:00,Success,,RVSN USSR,Molniya-M /Block 2BL,Molniya,Cosmos 1223,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",1980,11,11,1980-11-21 11:53:00+00:00,Success,,RVSN USSR,Vostok-2M,Vostok,Cosmos 1222,,StatusRetired,Retired,,3,4,,,,0.0,0.0,https://en.wikipedia.org/wiki/Vostok-2M
Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",1980,11,4,1980-11-16 04:18:00+00:00,Success,,RVSN USSR,Molniya-M /Block ML,Molniya,Molniya-1 n†­87,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
Kazakhstan,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1980,11,15,1980-11-04 15:04:00+00:00,Success,,RVSN USSR,Tsyklon-2,Tsyklon,Cosmos 1220,,StatusRetired,Retired,2640,3,0,,2.0,,2.82,0.0,https://en.wikipedia.org/wiki/Tsyklon-2
USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",1980,10,3,1980-10-31 03:54:00+00:00,Success,,General Dynamics,Atlas-SLV3D Centaur-D1AR,Atlas,FLTSATCOM-4,,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Centaur
Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",1980,10,10,1980-10-24 10:53:00+00:00,Success,,RVSN USSR,Molniya-M /Block 2BL,Molniya,Cosmos 1217,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",1980,10,20,1980-10-14 20:41:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1215,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",1980,9,11,1980-09-09 11:00:00+00:00,Success,,RVSN USSR,Vostok-2M,Vostok,Meteor-2 n†­7,,StatusRetired,Retired,,3,4,,,,0.0,0.0,https://en.wikipedia.org/wiki/Vostok-2M
Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",1980,8,5,1980-08-15 05:34:00+00:00,Success,,RVSN USSR,Vostok-2M,Vostok,Cosmos 1206,,StatusRetired,Retired,,3,4,,,,0.0,0.0,https://en.wikipedia.org/wiki/Vostok-2M
Russia,"Site 107/1, Kapustin Yar, Russia",1980,7,10,1980-07-31 10:20:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1204,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",1980,7,10,1980-07-18 10:37:00+00:00,Success,,RVSN USSR,Molniya-M /Block ML,Molniya,Molniya-3 n†­86,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
India,"SLV LP, Satish Dhawan Space Centre, India",1980,7,2,1980-07-18 02:33:00+00:00,Success,,ISRO,SLV-3,SLV,Rohini RS-1,,StatusRetired,Retired,503,4,0,22.0,1.0,,0.04,0.0,https://en.wikipedia.org/wiki/Satellite_Launch_Vehicle
Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",1980,7,0,1980-07-09 00:42:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1192 to 1199,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",1980,7,0,1980-07-02 00:53:00+00:00,Success,,RVSN USSR,Molniya-M /Block 2BL,Molniya,Cosmos 1191,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",1980,7,7,1980-07-01 07:12:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1190,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",1980,6,18,1980-06-21 18:34:00+00:00,Success,,RVSN USSR,Molniya-M /Block ML,Molniya,Molniya-1 n†­85,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
USA,"SLC-4E, Vandenberg AFB, California, USA",1980,6,18,1980-06-18 18:29:00+00:00,Success,,Martin Marietta,Titan IIID,Titan,KH-9),,StatusRetired,Retired,10587,2,2,36.0,,,12.3,0.0,https://en.wikipedia.org/wiki/Titan_IIID
Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1980,6,6,1980-06-18 06:14:00+00:00,Success,,RVSN USSR,Vostok-2M,Vostok,Meteor-Priroda n†­4,,StatusRetired,Retired,,3,4,,,,0.0,0.0,https://en.wikipedia.org/wiki/Vostok-2M
Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",1980,6,20,1980-06-14 20:51:00+00:00,Success,,RVSN USSR,Molniya-M /Block 2BL,Molniya,Cosmos 1188,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",1980,6,11,1980-06-06 11:00:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1186,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",1980,6,7,1980-06-04 07:34:00+00:00,Success,,RVSN USSR,Vostok-2M,Vostok,Cosmos 1184,,StatusRetired,Retired,,3,4,,,,0.0,0.0,https://en.wikipedia.org/wiki/Vostok-2M
USA,"SLC-3W, Vandenberg AFB, California, USA",1980,5,10,1980-05-29 10:53:00+00:00,Failure,,General Dynamics,Atlas-E/F Star-37S-ISS,Atlas,NOAA-B,,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas_E/F#Atlas_E/F-Star
France,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",1980,5,14,1980-05-23 14:29:00+00:00,Failure,,ESA,Ariane 1,Ariane,CAT-2 & Others,,StatusRetired,Retired,2772,4,0,50.0,,,1.4,1.85,https://en.wikipedia.org/wiki/Ariane_1
Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",1980,5,9,1980-05-20 09:21:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1181,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",1980,5,13,1980-05-14 13:00:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1179,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Kazakhstan,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1980,4,11,1980-04-29 11:40:00+00:00,Success,,RVSN USSR,Tsyklon-2,Tsyklon,Cosmos 1176,,StatusRetired,Retired,2640,3,0,,2.0,,2.82,0.0,https://en.wikipedia.org/wiki/Tsyklon-2
USA,"SLC-3E, Vandenberg AFB, California, USA",1980,4,22,1980-04-26 22:00:00+00:00,Success,,General Dynamics,Atlas-E/F SGS-1,Atlas,GPS-6,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas_E/F#Atlas_E/F-SGS
Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",1980,4,17,1980-04-18 17:31:00+00:00,Partial Failure,,RVSN USSR,Molniya-M /Block ML,Molniya,Cosmos 1175,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
Kazakhstan,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1980,4,0,1980-04-18 00:51:00+00:00,Success,,RVSN USSR,Tsyklon-2,Tsyklon,Cosmos 1174,,StatusRetired,Retired,2640,3,0,,2.0,,2.82,0.0,https://en.wikipedia.org/wiki/Tsyklon-2
Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",1980,4,20,1980-04-12 20:17:00+00:00,Success,,RVSN USSR,Molniya-M /Block 2BL,Molniya,Cosmos 1172,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",1980,4,7,1980-04-03 07:40:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1171,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",1980,3,7,1980-03-27 07:30:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1169,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",1980,3,21,1980-03-17 21:37:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1168,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Kazakhstan,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1980,3,10,1980-03-14 10:40:00+00:00,Success,,RVSN USSR,Tsyklon-2,Tsyklon,Cosmos 1167,,StatusRetired,Retired,2640,3,0,,2.0,,2.82,0.0,https://en.wikipedia.org/wiki/Tsyklon-2
USA,"SLC-3W, Vandenberg AFB, California, USA",1980,3,9,1980-03-03 09:27:00+00:00,Success,,General Dynamics,Atlas-E/F MSD,Atlas,NOSS-3,,StatusRetired,Retired,,2,0,,,,0.8,0.0,https://en.wikipedia.org/wiki/Atlas_E/F#Atlas_E/F-MSD
Japan,"LA-Y1, Tanegashima Space Center, Japan",1980,2,8,1980-02-22 08:35:00+00:00,Success,,MHI,N-I Star-37E,N,Ayame 2,,StatusRetired,Retired,,3,3,34.0,,,1.2,0.36,https://en.wikipedia.org/wiki/N-I_(rocket)
Japan,"Mu Pad, Uchinoura Space Center, Japan",1980,2,0,1980-02-17 00:40:00+00:00,Success,,ISAS,Mu-III S,Mu,Tansei 4,,StatusRetired,Retired,,3,8,,,,0.29,0.0,https://en.wikipedia.org/wiki/Mu_(rocket_family)
Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",1980,2,0,1980-02-12 00:52:00+00:00,Partial Failure,,RVSN USSR,Molniya-M /Block 2BL,Molniya,Cosmos 1164,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",1980,2,23,1980-02-11 23:32:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1156 to 1163,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
USA,"SLC-3E, Vandenberg AFB, California, USA",1980,2,23,1980-02-09 23:08:00+00:00,Success,,General Dynamics,Atlas-E/F SGS-1,Atlas,GPS-5,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas_E/F#Atlas_E/F-SGS
USA,"SLC-4E, Vandenberg AFB, California, USA",1980,2,21,1980-02-07 21:10:00+00:00,Success,,Martin Marietta,Titan IIID,Titan,KH-11,,StatusRetired,Retired,10587,2,2,36.0,,,12.3,0.0,https://en.wikipedia.org/wiki/Titan_IIID
Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",1980,1,12,1980-01-30 12:51:00+00:00,Success,,RVSN USSR,Vostok-2M,Vostok,Cosmos 1154,,StatusRetired,Retired,,3,4,,,,0.0,0.0,https://en.wikipedia.org/wiki/Vostok-2M
Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",1980,1,20,1980-01-25 20:36:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1153,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 32/1, Plesetsk Cosmodrome, Russia",1980,1,7,1980-01-23 07:00:00+00:00,Success,,RVSN USSR,Tsyklon-3,Tsyklon,Cosmos 1151,,StatusRetired,Retired,3032,3,0,39.0,,,4.1,0.0,https://en.wikipedia.org/wiki/Tsyklon-3
USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",1980,1,1,1980-01-18 01:26:00+00:00,Success,,General Dynamics,Atlas-SLV3D Centaur-D1AR,Atlas,FLTSATCOM-3,,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Centaur
Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",1980,1,19,1980-01-14 19:49:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1150,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",1980,1,12,1980-01-11 12:28:00+00:00,Success,,RVSN USSR,Molniya-M /Block ML,Molniya,Molniya-1 n†­83,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
France,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",1979,12,17,1979-12-24 17:14:00+00:00,Success,,ESA,Ariane 1,Ariane,CAT-1,,StatusRetired,Retired,2772,4,0,50.0,,,1.4,1.85,https://en.wikipedia.org/wiki/Ariane_1
Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",1979,12,9,1979-12-05 09:00:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1146,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",1979,11,9,1979-11-27 09:55:00+00:00,Success,,RVSN USSR,Vostok-2M,Vostok,Cosmos 1145,,StatusRetired,Retired,,3,4,,,,0.0,0.0,https://en.wikipedia.org/wiki/Vostok-2M
USA,"SLC-40, Cape Canaveral AFS, Florida, USA",1979,11,2,1979-11-21 02:09:00+00:00,Success,,Martin Marietta,Titan III(23)C,Titan,DSCS-II 13&14,,StatusRetired,Retired,13642,3,2,42.0,3.0,,13.1,3.0,https://en.wikipedia.org/wiki/Titan_IIIC
Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",1979,11,0,1979-11-01 00:00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Intercosmos 20,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",1979,10,9,1979-10-31 09:25:00+00:00,Success,,RVSN USSR,Vostok-2M,Vostok,Meteor-2 n†­6,,StatusRetired,Retired,,3,4,,,,0.0,0.0,https://en.wikipedia.org/wiki/Vostok-2M
Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",1979,10,18,1979-10-26 18:12:00+00:00,Success,,RVSN USSR,Vostok-2M,Vostok,Cosmos 1143,,StatusRetired,Retired,,3,4,,,,0.0,0.0,https://en.wikipedia.org/wiki/Vostok-2M
Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",1979,10,7,1979-10-20 07:03:00+00:00,Success,,RVSN USSR,Molniya-M /Block ML,Molniya,Molniya-1 n†­82,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",1979,10,12,1979-10-16 12:17:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1141,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",1979,10,16,1979-10-11 16:36:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1140,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
USA,"SLC-40, Cape Canaveral AFS, Florida, USA",1979,10,11,1979-10-01 11:22:00+00:00,Success,,Martin Marietta,Titan III(23)C,Titan,OPS-1948 (Vortex),,StatusRetired,Retired,13642,3,2,42.0,3.0,,13.1,3.0,https://en.wikipedia.org/wiki/Titan_IIIC
Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",1979,9,21,1979-09-25 21:00:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1130 to 1137,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",1979,9,5,1979-09-20 05:28:00+00:00,Success,,General Dynamics,Atlas-SLV3D Centaur-D1AR,Atlas,HEAO-3,,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Centaur
Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",1979,8,0,1979-08-28 00:55:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1125,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",1979,8,0,1979-08-28 00:17:00+00:00,Success,,RVSN USSR,Molniya-M /Block 2BL,Molniya,Cosmos 1124,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
India,"SLV LP, Satish Dhawan Space Centre, India",1979,8,2,1979-08-10 02:28:00+00:00,Failure,,ISRO,SLV-3,SLV,Rohini Technology Payload,,StatusRetired,Retired,503,4,0,22.0,1.0,,0.04,0.0,https://en.wikipedia.org/wiki/Satellite_Launch_Vehicle
Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",1979,7,3,1979-07-31 03:56:00+00:00,Success,,RVSN USSR,Molniya-M /Block ML,Molniya,Molniya-1 n†­81,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
China,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1979,7,21,1979-07-27 21:28:00+00:00,Failure,,CASC,Feng Bao 1,Feng Bao,Shijian 2A,,StatusRetired,Retired,268,2,0,33.0,3.35,,2.5,0.0,https://en.wikipedia.org/wiki/Feng_Bao_1
Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",1979,7,11,1979-07-20 11:58:00+00:00,Success,,RVSN USSR,Vostok-2M,Vostok,Cosmos 1116,,StatusRetired,Retired,,3,4,,,,0.0,0.0,https://en.wikipedia.org/wiki/Vostok-2M
Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",1979,7,15,1979-07-11 15:41:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1114,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 107/1, Kapustin Yar, Russia",1979,7,8,1979-07-06 08:20:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1112,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",1979,6,20,1979-06-28 20:09:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1110,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",1979,6,18,1979-06-27 18:11:00+00:00,Success,,RVSN USSR,Molniya-M /Block 2BL,Molniya,Cosmos 1109,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
USA,"SLC-3W, Vandenberg AFB, California, USA",1979,6,15,1979-06-27 15:51:00+00:00,Success,,General Dynamics,Atlas-E/F Star-37S-ISS,Atlas,NOAA-A,,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas_E/F#Atlas_E/F-Star
USA,"SLC-40, Cape Canaveral AFS, Florida, USA",1979,6,13,1979-06-10 13:30:00+00:00,Success,,Martin Marietta,Titan III(23)C,Titan,DSP-8,,StatusRetired,Retired,13642,3,2,42.0,3.0,,13.1,3.0,https://en.wikipedia.org/wiki/Titan_IIIC
Russia,"Site 107/1, Kapustin Yar, Russia",1979,6,0,1979-06-07 00:00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Bhaskara-1,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",1979,6,23,1979-06-05 23:28:00+00:00,Success,,RVSN USSR,Molniya-M /Block ML,Molniya,Molniya-3 n†­80,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",1979,5,17,1979-05-31 17:58:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1104,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
USA,"SLC-4W, Vandenberg AFB, California, USA",1979,5,18,1979-05-28 18:14:00+00:00,Success,,US Air Force,Titan III(24)B,Titan,OPS 7164,,StatusRetired,Retired,2410,3,0,50.0,3.05,,4.0,0.0,https://en.wikipedia.org/wiki/Titan_IIIB#Titan_24B
USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",1979,5,18,1979-05-04 18:57:00+00:00,Success,,General Dynamics,Atlas-SLV3D Centaur-D1AR,Atlas,FLTSATCOM-2,,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Centaur
Kazakhstan,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1979,4,10,1979-04-25 10:00:00+00:00,Success,,RVSN USSR,Tsyklon-2,Tsyklon,Cosmos 1096,,StatusRetired,Retired,2640,3,0,,2.0,,2.82,0.0,https://en.wikipedia.org/wiki/Tsyklon-2
Kazakhstan,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1979,4,12,1979-04-18 12:00:00+00:00,Success,,RVSN USSR,Tsyklon-2,Tsyklon,Cosmos 1094,,StatusRetired,Retired,2640,3,0,,2.0,,2.82,0.0,https://en.wikipedia.org/wiki/Tsyklon-2
Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",1979,4,5,1979-04-14 05:27:00+00:00,Success,,RVSN USSR,Vostok-2M,Vostok,Cosmos 1093,,StatusRetired,Retired,,3,4,,,,0.0,0.0,https://en.wikipedia.org/wiki/Vostok-2M
Russia,"Site 41/1, Plesetsk Cosmodrome, Russia",1979,4,0,1979-04-12 00:28:00+00:00,Success,,RVSN USSR,Molniya-M /Block ML,Molniya,Molniya-1 n†­79,,StatusRetired,Retired,4016,3,4,43.4,,7.81,0.0,0.0,https://en.wikipedia.org/wiki/Molniya-M
Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",1979,4,21,1979-04-11 21:51:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1092,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",1979,4,6,1979-04-07 06:20:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1091,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
Russia,"Site 132/2, Plesetsk Cosmodrome, Russia",1979,3,4,1979-03-21 04:13:00+00:00,Success,,RVSN USSR,Cosmos-3M (11K65M),Cosmos,Cosmos 1089,,StatusRetired,Retired,1485,2,0,32.0,2.4,,1.5,0.0,https://en.wikipedia.org/wiki/Kosmos-3M
USA,"SLC-4E, Vandenberg AFB, California, USA",1979,3,18,1979-03-16 18:30:00+00:00,Success,,Martin Marietta,Titan IIID,Titan,KH-9 & SSF-D-3,,StatusRetired,Retired,10587,2,2,36.0,,,12.3,0.0,https://en.wikipedia.org/wiki/Titan_IIID
